,Participation.#,Sum.Amount,Date.Submitted,Date.Mailed,Name.1,Address.1,City,St,Postal,year_submitted,month_submitted,year_mailed,month_mailed,period,long_duration,class
10399,2230575,60,2021-06-29,2021-07-01T00:00:00.000,UMW - METHODIST CHURCH,402 N. 8TH ST.,FREDONIA,KS,66736,2021,6,2021,7,2,0,Religious Organization
10398,2033416,60,2021-06-29,2021-07-01T00:00:00.000,CLIFTON FREE WILL BAPTIST CHRC,PO Box 212,Thayer,MO,65791,2021,6,2021,7,2,0,Religious Organization
10392,2090106,60,2021-06-29,2021-07-01T00:00:00.000,TRINITY UNITED METHODIST CHURCH,4494 County Road 280,Puxico,MO,63960,2021,6,2021,7,2,0,Religious Organization
10396,2120019,60,2021-06-29,2021-07-01T00:00:00.000,BETTER HOMES,1008 SE 17th St,Pryor,OK,74361,2021,6,2021,7,2,0,Community
10393,1021596,60,2021-06-29,2021-07-01T00:00:00.000,BRANDON UNITED METHODIST CHURC,31149 Highway AA,Green Ridge,MO,65332,2021,6,2021,7,2,0,Religious Organization
10389,1196157,30,2021-06-29,2021-07-01T00:00:00.000,ST GEORGE CHURCH ALTAR SOCIETY,926 W Dryden St,Odessa,MO,64076,2021,6,2021,7,2,0,Religious Organization
10388,2010189,30,2021-06-29,2021-07-01T00:00:00.000,CALVARY F.W.B. CHURCH,14390 S. 4210 RD.,CLAREMORE,OK,74017,2021,6,2021,7,2,0,Religious Organization
10387,1080710,30,2021-06-29,2021-07-01T00:00:00.000,ST ROSE PHILLIPINE DUCHESNE,812 E MONROE,GARNETT,KS,66032,2021,6,2021,7,2,0,Community
10408,1109132,60,2021-06-29,2021-07-01T00:00:00.000,TURNER COMMUNITY GARDEN,c/o Juanita Hoover,Kansas City,KS,66106,2021,6,2021,7,2,0,Community
10413,2165798,60,2021-06-29,2021-07-01T00:00:00.000,NEW HOPE BAPTIST CHURCH,PO BOX 1822,MANNFORD,OK,74044,2021,6,2021,7,2,0,Religious Organization
10416,1130759,60,2021-06-29,2021-07-01T00:00:00.000,TARKIO WESTBORO COMMUNITY CARE CENTER IN,315 Main St,Tarkio,MO,64491,2021,6,2021,7,2,0,Community
10428,1131393,60,2021-06-29,2021-07-01T00:00:00.000,HOLY FAMILY CHURCH,PO Box 136,Summerfield,KS,66541,2021,6,2021,7,2,0,Religious Organization
10417,2192280,60,2021-06-29,2021-07-01T00:00:00.000,ST MARY CATHOLIC CHURCH OF SENECA,PO Box 1169,Seneca,MO,64865,2021,6,2021,7,2,0,Religious Organization
10439,1131517,90,2021-06-29,2021-07-01T00:00:00.000,THE FOUNTAIN CHURCH,PO Box 455,Theodosia,MO,65761,2021,6,2021,7,2,0,Religious Organization
10438,1131519,60,2021-06-29,2021-07-01T00:00:00.000,STRAFFORD CHURCH OF THE NAZARENE,610 S Cheyenne St,Strafford,MO,65757,2021,6,2021,7,2,0,Religious Organization
10430,1090590,60,2021-06-29,2021-07-01T00:00:00.000,PLEASANT VIEW CHRISTIAN CHURCH,PO Box 2030,Independence,MO,64055,2021,6,2021,7,2,0,Religious Organization
10432,1032880,60,2021-06-29,2021-07-01T00:00:00.000,PAOLA LIONS CLUB,1718 LOCKHART LANE,OSAWATOMIE,KS,66064,2021,6,2021,7,2,0,Community
10424,1192490,60,2021-06-29,2021-07-01T00:00:00.000,ST JOSEPH GUILD,2600 SW 9th Ter,Lees Summit,MO,64081,2021,6,2021,7,2,0,Community
10423,1153764,60,2021-06-29,2021-07-01T00:00:00.000,BERN UNITED METH CHURCH QUILTE,2996 N ROAD,BERN,KS,66408,2021,6,2021,7,2,0,Religious Organization
10421,1010120,60,2021-06-29,2021-07-01T00:00:00.000,ZION EVANGELICAL LUTHERAN CHURCH,32405 Business Hwy 36E,Macon,MO,63552,2021,6,2021,7,2,0,Religious Organization
10419,1040147,60,2021-06-29,2021-07-01T00:00:00.000,EVANGELICAL UNITED CHURCH-WG,416 7th St,Boonville,MO,65233,2021,6,2021,7,2,0,Religious Organization
10418,1200293,60,2021-06-29,2021-07-01T00:00:00.000,FUN & CRAFTS CALVARY BAPTIST,14606 E 39TH TERR,INDEPENDENCE,MO,64055,2021,6,2021,7,2,0,Religious Organization
10329,2031941,60,2021-06-12,2021-06-17T00:00:00.000,CHIEF CORNERSTONE CHURCH,3 REDBIRD TRAIL,BUFFALO,MO,65622,2021,6,2021,6,5,0,Religious Organization
10341,1131409,60,2021-06-12,2021-06-17T00:00:00.000,HAHN CHAPEL GENERAL BAPTIST CHURCH INC,701 PROSPECT,MARBLE HILL,MO,63764,2021,6,2021,6,5,0,Religious Organization
10339,1130349,60,2021-06-12,2021-06-17T00:00:00.000,DIVINE MERCY YOUTH GROUP,14707 S Saint Andrews Ave,Olathe,KS,66061,2021,6,2021,6,5,0,Community
10336,3034150,60,2021-06-12,2021-06-17T00:00:00.000,FAMILY & COMMUNITY EDUCATION,13782 WEST 750 RD.,TAHLEQUAH,OK,74464,2021,6,2021,6,5,0,Community
10335,1070084,60,2021-06-12,2021-06-17T00:00:00.000,BIBLE BAPTIST CHURCH GOSPEL LA,325 N. CHERRY,OTTAWA,KS,66067,2021,6,2021,6,5,0,Religious Organization
10331,1030081,60,2021-06-12,2021-06-17T00:00:00.000,COUNCIL ON AGING,1830 S. BROADWAY,LEAVENWORTH,KS,66048,2021,6,2021,6,5,0,Community
10330,2230307,60,2021-06-12,2021-06-17T00:00:00.000,WOMEN'S MISSIONARY UNION,3050 N. NATIONAL,SPRINGFIELD,MO,65803,2021,6,2021,6,5,0,Religious Organization
10313,1191050,30,2021-06-12,2021-06-17T00:00:00.000,NORTHLAND SHEPHARD CENTER,5314 N. VIRGINIA AVE.,KANSAS CITY,MO,64118,2021,6,2021,6,5,0,Community
10328,2131267,60,2021-06-12,2021-06-17T00:00:00.000,ST PHILLIPINE DUCHESNE CATHOLIC CHURCH A,12632 Grandview St,Overland Park,KS,66213,2021,6,2021,6,5,0,Religious Organization
10326,1210410,60,2021-06-12,2021-06-17T00:00:00.000,UNITED METHODIST WOMEN,28792 Highway Y,BRUNSWICK,MO,65236,2021,6,2021,6,5,0,Religious Organization
10323,1131018,60,2021-06-12,2021-06-17T00:00:00.000,FIRST BAPTIST CHURCH WILLARD,DBA Girls in Action,Willard,MO,65781,2021,6,2021,6,5,0,Religious Organization
10319,1071105,60,2021-06-12,2021-06-17T00:00:00.000,GRACE BAPTIST LADIES M GROUP,PO BOX 314,NEODESHA,KS,66757,2021,6,2021,6,5,0,Religious Organization
10318,1190823,30,2021-06-12,2021-06-17T00:00:00.000,SHAWNEE COMMUNITY SERVICES,11110 W 67th St,Shawnee,KS,66203,2021,6,2021,6,5,0,Community
10346,1232115,60,2021-06-12,2021-06-17T00:00:00.000,ZION LUTHERAN CHURCH,621 N Mill St,Beloit,KS,67420,2021,6,2021,6,5,0,Religious Organization
10345,1180130,60,2021-06-12,2021-06-17T00:00:00.000,RAYTOWN GARDEN CLUB,805 N Dakota Dr,Independence,MO,64056,2021,6,2021,6,5,0,Community
10340,1210480,60,2021-06-12,2021-06-17T00:00:00.000,FIRST ASSEMBLY OF GOD,3845 NE Old Highway 13,Osceola,MO,64776,2021,6,2021,6,5,0,Religious Organization
10347,1230293,60,2021-06-12,2021-06-17T00:00:00.000,WMU SOCIETY - FIRST BAPT CHURC,PO BOX 102,ADRIAN,MO,64720,2021,6,2021,6,5,0,Religious Organization
10361,3010281,60,2021-06-12,2021-06-17T00:00:00.000,ST. MARY'S CATHOLIC SCHOOL,415 SOUTH SEVENTH ST.,PONCA CITY,OK,74601,2021,6,2021,6,5,0,Religious Organization
10378,1117849,120,2021-06-12,2021-06-17T00:00:00.000,FIRST UNITED METHODIST CHURCH,"2ND & OAK, BOX 405",GARNETT,KS,66032,2021,6,2021,6,5,0,Religious Organization
10371,1131419,90,2021-06-12,2021-06-17T00:00:00.000,CHAPEL OF GRACE CHURCH,PO Box 205,Monett,MO,65708,2021,6,2021,6,5,0,Religious Organization
10369,2161265,90,2021-06-12,2021-06-17T00:00:00.000,POLK COUNTY SENIOR CENTER,1850 W. BROADWAY,BOLIVAR,MO,65613,2021,6,2021,6,5,0,Community
10367,2230815,90,2021-06-12,2021-06-17T00:00:00.000,WHEATLAND NAZARENE CHURCH,19063 US Highway 54,WHEATLAND,MO,65779,2021,6,2021,6,5,0,Religious Organization
10366,1131470,90,2021-06-12,2021-06-17T00:00:00.000,MT HULDA LUTHERAN LADIES AID,16254 Hwy B,Cole Camp,MO,65325,2021,6,2021,6,5,0,Religious Organization
10362,2200475,60,2021-06-12,2021-06-17T00:00:00.000,1ST  ASSEMBLY OF GOD CHILDREN,505 Allen Rd,CAMPBELL,MO,63933,2021,6,2021,6,5,0,Religious Organization
10373,2032325,90,2021-06-12,2021-06-17T00:00:00.000,MONTIER CHURCH OF GOD PROPHECY,4304 Archery Ln,Birch Tree,MO,65438,2021,6,2021,6,5,0,Religious Organization
10360,2080930,60,2021-06-12,2021-06-17T00:00:00.000,HICKORY POINT BAPTIST PROGRAMS,8 PONDER SLAB ROAD,IBERIA,MO,65486,2021,6,2021,6,5,0,Religious Organization
10352,2100664,60,2021-06-12,2021-06-17T00:00:00.000,LADIES PRAYER CLUB OF AOG,P.O. BOX 628,BELLE,MO,65013,2021,6,2021,6,5,0,Community
10356,1192206,60,2021-06-12,2021-06-17T00:00:00.000,STERLING ACRES BAPTIST CHURCH,11200 E. 47TH ST.,KANSAS CITY,MO,64133,2021,6,2021,6,5,0,Religious Organization
10348,1130695,60,2021-06-12,2021-06-17T00:00:00.000,METZ UNITED METHODIST CHURCH,P.O. BOX 164,METZ,MO,64765,2021,6,2021,6,5,0,Religious Organization
10353,1050690,60,2021-06-12,2021-06-17T00:00:00.000,ENTERPRISE SDA CHURCH,PO BOX 277,ENTERPRISE,KS,67441,2021,6,2021,6,5,0,Religious Organization
10355,1110295,60,2021-06-12,2021-06-17T00:00:00.000,KERN SENIOR CENTER,613 E. PARK,RICH HILL,MO,64779,2021,6,2021,6,5,0,Community
10245,2210500,30,2021-05-25,2021-05-25T00:00:00.000,UNITED METHODIST YOUTH,440 County Road 308,ALTON,MO,65606,2021,5,2021,5,0,0,Religious Organization
10274,1040346,60,2021-05-25,2021-05-25T00:00:00.000,1ST BAPTIST CHURCH OF HOLT DOR,PO Box 49,Holt,MO,64048,2021,5,2021,5,0,0,Religious Organization
10248,1021483,30,2021-05-25,2021-05-25T00:00:00.000,BAPTIST WOMEN,404 W. RUTLEDGE ST.,YATES CENTER,KS,66783,2021,5,2021,5,0,0,Religious Organization
10249,1190823,30,2021-05-25,2021-05-25T00:00:00.000,SHAWNEE COMMUNITY SERVICES,11110 W 67th St,Shawnee,KS,66203,2021,5,2021,5,0,0,Community
10260,2231001,60,2021-05-25,2021-05-25T00:00:00.000,WOMEN ON MISSION,P.O. BOX 188,WILLARD,MO,65781,2021,5,2021,5,0,0,Community
10262,1140308,60,2021-05-25,2021-05-25T00:00:00.000,NEW BETHEL UNITED METH CHURCH,1529 W. MAIN,SEDALIA,MO,65301,2021,5,2021,5,0,0,Religious Organization
10265,1110315,60,2021-05-25,2021-05-25T00:00:00.000,FIRST BAPTIST CHURCH,405 S First St,Drexel,MO,64742,2021,5,2021,5,0,0,Religious Organization
10268,1131514,60,2021-05-25,2021-05-25T00:00:00.000,HARVEST COMMUNITY CHURCH OF THE NAZARENE,Food Pantry,Rogersville,MO,65742,2021,5,2021,5,0,0,Religious Organization
10269,2231538,60,2021-05-25,2021-05-25T00:00:00.000,WARRENTON CHURCH OF GOD,30 Spring Hill Cir,Wright City,MO,63390,2021,5,2021,5,0,0,Religious Organization
10270,2131819,60,2021-05-25,2021-05-25T00:00:00.000,BRIGHTON HWY. ASSEMBLY OF GOD,5403 HWY F,BRIGHTON,MO,65617,2021,5,2021,5,0,0,Religious Organization
10271,1033130,60,2021-05-25,2021-05-25T00:00:00.000,CURRIER CIRCLE 1ST BAPTIST CHR,207 E Wea St,Paola,KS,66071,2021,5,2021,5,0,0,Religious Organization
10272,1197393,60,2021-05-25,2021-05-25T00:00:00.000,TRINITY LUTHERAN LWML,1552 S Rd,Hunter,KS,67452,2021,5,2021,5,0,0,Religious Organization
10255,1031901,60,2021-05-25,2021-05-25T00:00:00.000,FAITH BIBLE FELLOWSHIP,18688 262ND RD.,ATCHISON,KS,66002,2021,5,2021,5,0,0,Religious Organization
10275,2193800,60,2021-05-25,2021-05-25T00:00:00.000,ST THERESA CHURCH,33093 Hwy E,Dixon,MO,65459,2021,5,2021,5,0,0,Religious Organization
10278,2192349,60,2021-05-25,2021-05-25T00:00:00.000,SHOW ME PRECIOUS MOMENTS CLUB,2648 JENNIFER DR.,JEFFERSON CITY,MO,65101,2021,5,2021,5,0,0,Community
10296,2250150,90,2021-05-25,2021-05-25T00:00:00.000,CHURCH OF THE BRETHREN,920 W. MYRTLE,INDEPENDENCE,KS,67301,2021,5,2021,5,0,0,Religious Organization
10282,1150509,60,2021-05-25,2021-05-25T00:00:00.000,ELM GROVE BAPTIST CHURCH,15375 W. 247TH,PAOLA,KS,66071,2021,5,2021,5,0,0,Religious Organization
10310,2192518,450,2021-05-25,2021-05-25T00:00:00.000,STRAFFORD SENIOR CENTER,201 W BUMGARNER BLVD.,STRAFFORD,MO,65757,2021,5,2021,5,0,0,Community
10305,1090237,180,2021-05-25,2021-05-25T00:00:00.000,HERITAGE CHRISTIAN SCHOOL,2000 NW CLAY ST.,TOPEKA,KS,66608,2021,5,2021,5,0,0,Religious Organization
10300,2130920,120,2021-05-25,2021-05-25T00:00:00.000,ELDON SENIOR CENTER,926 E. NORTH ST.,ELDON,MO,65026,2021,5,2021,5,0,0,Community
10302,2131592,150,2021-05-25,2021-05-25T00:00:00.000,NINE WONDERS OPTIMIST CLUB,PO BOX 514,EL DORADO SPRINGS,MO,64744,2021,5,2021,5,0,0,Community
10293,1043672,90,2021-05-25,2021-05-25T00:00:00.000,EBENEZER UNITED METHODIST CHUR,2277 18TH RD.,CLAY CENTER,KS,67432,2021,5,2021,5,0,0,Religious Organization
10291,1192350,90,2021-05-25,2021-05-25T00:00:00.000,"ST. JAMES ""OVER 50 GROUP""",1618 Welleslay Ln,LIBERTY,MO,64068,2021,5,2021,5,0,0,Community
10287,1061450,60,2021-05-25,2021-05-25T00:00:00.000,FULTON FIRST ASSEMBLY OF GOD,605 OLD JEFFERSON CITY RD.,FULTON,MO,65251,2021,5,2021,5,0,0,Religious Organization
10285,2020880,60,2021-05-25,2021-05-25T00:00:00.000,BETHEL FREEWILL BAPTIST CHURCH,1300 S Summer,El Dorado Springs,MO,64744,2021,5,2021,5,0,0,Religious Organization
10195,1050342,60,2021-05-09,2021-05-10T00:00:00.000,EL DORADO CHRISTIAN SCHOOL,1600 SOUTH OHIO ST.,EL DORADO SPRINGS,MO,64744,2021,5,2021,5,1,0,Religious Organization
10206,1076420,60,2021-05-09,2021-05-10T00:00:00.000,GRACE COMMUNITY CHURCH,PO BOX 807,SMITHVILLE,MO,64089,2021,5,2021,5,1,0,Religious Organization
10205,2041474,60,2021-05-09,2021-05-10T00:00:00.000,FAITH FULL GOSPEL CHURCH,22900 Farm Road 2040,Crane,MO,65633,2021,5,2021,5,1,0,Religious Organization
10200,2050620,60,2021-05-09,2021-05-10T00:00:00.000,EMMANUEL BAPTIST WOMEN,704 E Locust St,Doniphan,MO,63935,2021,5,2021,5,1,0,Religious Organization
10198,2121885,60,2021-05-09,2021-05-10T00:00:00.000,LUTHERAN WOMENS MISSIONARY,1121 E Maple,Cushing,OK,74023,2021,5,2021,5,1,0,Religious Organization
10197,1022020,60,2021-05-09,2021-05-10T00:00:00.000,BUILDERS FIRST CHRISTIAN CHRCH,PO BOX 227,WINDSOR,MO,65360,2021,5,2021,5,1,0,Religious Organization
10183,2160840,30,2021-05-09,2021-05-10T00:00:00.000,TRINITY UNITED METHODIST CHURC,16069 State Highway 34,Piedmont,MO,63957,2021,5,2021,5,1,0,Religious Organization
10191,2121880,60,2021-05-09,2021-05-10T00:00:00.000,LUTHERAN WOMEN'S MISSIONARY L,10263 STATE HIGHWAY C,ALTENBURG,MO,63732,2021,5,2021,5,1,0,Religious Organization
10190,1230569,60,2021-05-09,2021-05-10T00:00:00.000,WEST LINE CHRISTIAN LADIES AID,100 W 299th St,Cleveland,MO,64734,2021,5,2021,5,1,0,Religious Organization
10189,1198251,60,2021-05-09,2021-05-10T00:00:00.000,REORG. CHURCH OF JESUS CHRIST,1832 S.W. 275TH RD.,KINGSVILLE,MO,64061,2021,5,2021,5,1,0,Religious Organization
10187,1161187,30,2021-05-09,2021-05-10T00:00:00.000,PRESCOTT UNITED METHODIST CHUR,PO Box 224,Prescott,KS,66767,2021,5,2021,5,1,0,Religious Organization
10185,2230749,30,2021-05-09,2021-05-10T00:00:00.000,UNITED METHODIST WOMEN SBP,801 E. SCENIC RIVERS BLVD.,SALEM,MO,65560,2021,5,2021,5,1,0,Religious Organization
10182,2231470,30,2021-05-09,2021-05-10T00:00:00.000,WOMEN OF ST PAUL LUTHERAN CHU,291 N. KENTUCKY AVE.,WEST PLAINS,MO,65775,2021,5,2021,5,1,0,Religious Organization
10209,1094372,60,2021-05-09,2021-05-10T00:00:00.000,HIGHLAND BAPT WOMEN MINISTRY,PO Box 1733,Junction City,KS,66441,2021,5,2021,5,1,0,Religious Organization
10211,1116508,60,2021-05-09,2021-05-10T00:00:00.000,KINGSTON COMMUNITY BETTERMENT,200 W Benton St,Kingston,MO,64650,2021,5,2021,5,1,0,Community
10212,1117343,60,2021-05-09,2021-05-10T00:00:00.000,NORTHERN HILLS CHRISTIAN ACAD,17211 NE 180TH ST,HOLT,MO,64048,2021,5,2021,5,1,0,Religious Organization
10227,2070800,90,2021-05-09,2021-05-10T00:00:00.000,FIRST BAPTIST CHURCH,229 SOUTH OHIO AVE.,DRUMRIGHT,OK,74030,2021,5,2021,5,1,0,Religious Organization
10213,1121230,60,2021-05-09,2021-05-10T00:00:00.000,LONDON HEIGHTS BAPTIST CHURCH,734 N. 78th STREET,KANSAS CITY,KS,66112,2021,5,2021,5,1,0,Religious Organization
10239,1121002,300,2021-05-09,2021-05-10T00:00:00.000,GOOD SHEPHERD CENTER,P.O. BOX 763,LINN,MO,65051,2021,5,2021,5,1,0,Community
10235,2190583,150,2021-05-09,2021-05-10T00:00:00.000,TABERNACLE BAPTIST CHURCH,402 E. DANIELS,PIEDMONT,MO,63957,2021,5,2021,5,1,0,Religious Organization
10230,2200290,90,2021-05-09,2021-05-10T00:00:00.000,CHURCH OF GOD OF PROPHECY,17383 Edgewood Dr,Winona,MO,65588,2021,5,2021,5,1,0,Religious Organization
10228,2070800,90,2021-05-09,2021-05-10T00:00:00.000,FIRST BAPTIST CHURCH,229 SOUTH OHIO AVE.,DRUMRIGHT,OK,74030,2021,5,2021,5,1,0,Religious Organization
10229,1130154,90,2021-05-09,2021-05-10T00:00:00.000,FIRST UNITED METHODIST CHURCH,823 Merchant St,Emporia,KS,66801,2021,5,2021,5,1,0,Religious Organization
10226,2070800,90,2021-05-09,2021-05-10T00:00:00.000,FIRST BAPTIST CHURCH,229 SOUTH OHIO AVE.,DRUMRIGHT,OK,74030,2021,5,2021,5,1,0,Religious Organization
10225,2070800,90,2021-05-09,2021-05-10T00:00:00.000,FIRST BAPTIST CHURCH,229 SOUTH OHIO AVE.,DRUMRIGHT,OK,74030,2021,5,2021,5,1,0,Religious Organization
10224,1210200,90,2021-05-09,2021-05-10T00:00:00.000,UNTD METHODIST SEWING CIRCLE,617 JARBOE ST,BURLINGTON,KS,66839,2021,5,2021,5,1,0,Religious Organization
10222,1200935,60,2021-05-09,2021-05-10T00:00:00.000,THE FRONTIER CLUB,601 N Buckeye Ave,Abilene,KS,67410,2021,5,2021,5,1,0,Community
10220,2131193,60,2021-05-09,2021-05-10T00:00:00.000,MILLER COUNTY CARE CENTER,1157 HWY 17,TUSCUMBIA,MO,65082,2021,5,2021,5,1,0,Community
10214,2140399,60,2021-05-09,2021-05-10T00:00:00.000,ZION LUTHERAN SCHOOL,10135 SE County Rd 9526,Rockville,MO,64780,2021,5,2021,5,1,0,Religious Organization
10131,2009221,60,2021-04-26,2021-04-30T00:00:00.000,CUBA FREE WILL BAPTIST WOM AUX,1637 Lakeshore Dr,Cuba,MO,65453,2021,4,2021,4,4,0,Religious Organization
10140,1120479,60,2021-04-26,2021-04-30T00:00:00.000,KAW BETTER HOMES F.C.E.,27355 REZAC ROAD,ST. MARYS,KS,66536,2021,4,2021,4,4,0,Community
10139,1031450,60,2021-04-26,2021-04-30T00:00:00.000,HMCC CHRCH CHRISTIAN WMN FELLO,5809 E Red Bridge Rd,Kansas City,MO,64134,2021,4,2021,4,4,0,Religious Organization
10136,2034230,60,2021-04-26,2021-04-30T00:00:00.000,FIRST CHRISTIAN CHURCH,105 Scrivner Rd,ELDON,MO,65026,2021,4,2021,4,4,0,Religious Organization
10133,1130710,60,2021-04-26,2021-04-30T00:00:00.000,MIAMI COUNTY DIABETIC SUPPORT GROUP,502 N HOSPITAL DR APT 10,PAOLA,KS,66071,2021,4,2021,4,4,0,Community
10132,2131238,60,2021-04-26,2021-04-30T00:00:00.000,LAKESIDE CHRISTIAN CHURCH,PO Box 845,Shell Knob,MO,65747,2021,4,2021,4,4,0,Religious Organization
10116,1230555,30,2021-04-26,2021-04-30T00:00:00.000,ST. JOHN LUTHERAN,2040 10TH RD,LEROY,KS,66857,2021,4,2021,4,4,0,Religious Organization
10127,2210431,60,2021-04-26,2021-04-30T00:00:00.000,UNITED METHODIST WOMEN,500 S College St,Nevada,MO,64772,2021,4,2021,4,4,0,Religious Organization
10126,2231154,60,2021-04-26,2021-04-30T00:00:00.000,ST PAUL LUTH CH WOMEN'S GUILD,PO BOX 98,WILLOW SPRINGS,MO,65793,2021,4,2021,4,4,0,Community
10125,1030080,60,2021-04-26,2021-04-30T00:00:00.000,CALVARY BAPTIST ABWM,PO BOX 212,LACYGNE,KS,66040,2021,4,2021,4,4,0,Religious Organization
10122,2050867,60,2021-04-26,2021-04-30T00:00:00.000,EVENING STAR 4-H CLUB,20653 COUNTY RD. 1340,ST. JAMES,MO,65559,2021,4,2021,4,4,0,Community
10118,1190823,30,2021-04-26,2021-04-30T00:00:00.000,SHAWNEE COMMUNITY SERVICES,11110 W 67th St,Shawnee,KS,66203,2021,4,2021,4,4,0,Community
10117,2160200,30,2021-04-26,2021-04-30T00:00:00.000,HOLY FAMILY CATHOLIC CHURCH,PO BOX 229,SHELL KNOB,MO,65747,2021,4,2021,4,4,0,Religious Organization
10145,2090022,60,2021-04-26,2021-04-30T00:00:00.000,ST JOE GENERAL BAPTIST CHURCH,17079 State Highway J,Bloomfield,MO,63825,2021,4,2021,4,4,0,Religious Organization
10141,1120499,60,2021-04-26,2021-04-30T00:00:00.000,ST. MARY'S UNITED METH. CHURCH,27355 REZAC ROAD,ST. MARYS,KS,66536,2021,4,2021,4,4,0,Religious Organization
10150,1160501,60,2021-04-26,2021-04-30T00:00:00.000,1ST GEN BAPT CHILDRENS MISSION,1957 E Meadow Dr,Springfield,MO,65804,2021,4,2021,4,4,0,Religious Organization
10147,2121020,60,2021-04-26,2021-04-30T00:00:00.000,ABOUNDING HOPE CHURCH,PO BOX 1004,LICKING,MO,65542,2021,4,2021,4,4,0,Religious Organization
10162,1033137,60,2021-04-26,2021-04-30T00:00:00.000,LIBERTY CHRISTIAN CHURCH,11680 Audrain Road 963,CENTRALIA,MO,65240,2021,4,2021,4,4,0,Religious Organization
10175,1033235,120,2021-04-26,2021-04-30T00:00:00.000,CHRISTIAN CHURCH COTERIE,102 E 1 STREET,WASHINGTON,KS,66968,2021,4,2021,4,4,0,Religious Organization
10148,1061598,60,2021-04-26,2021-04-30T00:00:00.000,FORMOSO GARDEN CLUB,P.O. BOX 131,FORMOSO,KS,66942,2021,4,2021,4,4,0,Community
10173,2230530,90,2021-04-26,2021-04-30T00:00:00.000,WESLEY UNITED METHODIST,500 LEAWOOD DR.,PARSONS,KS,67357,2021,4,2021,4,4,0,Religious Organization
10171,2191420,90,2021-04-26,2021-04-30T00:00:00.000,SOLID ROCK CHRISTIAN CHURCH,PO BOX 1,ST. JAMES,MO,65559,2021,4,2021,4,4,0,Religious Organization
10166,2180665,60,2021-04-26,2021-04-30T00:00:00.000,NEW LIFE BAPTIST WOMEN,414 NEW MELVILLE RD. / PO BOX 111,WILLARD,MO,65781,2021,4,2021,4,4,0,Religious Organization
10174,5247999,90,2021-04-26,2021-04-30T00:00:00.000,UNITED METHODIST WOMEN,207 S 6TH ST,BURLINGTON,KS,66839,2021,4,2021,4,4,0,Religious Organization
10161,2170536,60,2021-04-26,2021-04-30T00:00:00.000,PEOPLE HELPING HOMELESS ANIMAL,1323 EASTWOOD DRIVE,ROLLA,MO,65401,2021,4,2021,4,4,0,Community
10159,1060202,60,2021-04-26,2021-04-30T00:00:00.000,AMAZING GRACE BAPT CHR WMS GR,964 SUTTON CT.,KANSAS CITY,KS,66103,2021,4,2021,4,4,0,Religious Organization
10157,1009141,60,2021-04-26,2021-04-30T00:00:00.000,COMMUNITY OF CHRIST BETHEL CON,8510 Leavenworth Rd,Kansas City,KS,66109,2021,4,2021,4,4,0,Community
10153,2060925,60,2021-04-26,2021-04-30T00:00:00.000,FOCUS 1ST ASSEMBLY OF GOD,4099 MAIN ST,CASSVILLE,MO,65625,2021,4,2021,4,4,0,Religious Organization
10152,1060024,60,2021-04-26,2021-04-30T00:00:00.000,FIRST BAPTIST CHURCH,131 S. HUDSON - P.O. BOX 537,BUCKNER,MO,64016,2021,4,2021,4,4,0,Religious Organization
10160,1161106,60,2021-04-26,2021-04-30T00:00:00.000,LIVING WATER E-FREE CHURCH,PO BOX 471,OSKALOOSA,KS,66066,2021,4,2021,4,4,0,Religious Organization
10076,1130640,60,2021-04-12,2021-04-30T00:00:00.000,UNITED METHODIST WOMEN,219 S. 6th STREET,OSAGE CITY,KS,66523,2021,4,2021,4,18,0,Religious Organization
10083,1140160,60,2021-04-12,2021-04-30T00:00:00.000,NAZARENE MISSION FUNDS,2438 140 ROAD,BURR OAK,KS,66936,2021,4,2021,4,18,0,Community
10082,1131072,60,2021-04-12,2021-04-30T00:00:00.000,FIRST CHRISTIAN CHURCH SISTERS IN CHRIST,PO Box 654,Iola,KS,66749,2021,4,2021,4,18,0,Religious Organization
10079,2192705,60,2021-04-12,2021-04-30T00:00:00.000,WOMEN MINISTRY 1ST ASSMBLY GOD,929 N MADISON,MALDEN,MO,63863,2021,4,2021,4,18,0,Religious Organization
10078,1060460,60,2021-04-12,2021-04-30T00:00:00.000,CHRISTIAN WOMEN'S SOCIETY,65 N. EAGLE LANE,MOUND CITY,KS,66056,2021,4,2021,4,18,0,Religious Organization
10070,2231755,30,2021-04-12,2021-04-30T00:00:00.000,FIRST SOUTHERN BAPTIST WMU,405 ENGLEWOOD DRIVE,STOCKTON,MO,65785,2021,4,2021,4,18,0,Religious Organization
10072,1080710,60,2021-04-12,2021-04-30T00:00:00.000,ST ROSE PHILLIPINE DUCHESNE,812 E MONROE,GARNETT,KS,66032,2021,4,2021,4,18,0,Community
10071,1090045,60,2021-04-12,2021-04-30T00:00:00.000,JEFF COUNTY CHPT- NAT A.R.F.E.,9798 Nemaha Rd,Oskaloosa,KS,66066,2021,4,2021,4,18,0,Religious Organization
10065,3005407,30,2021-04-12,2021-04-30T00:00:00.000,ST. ALLEN FAMILY CHRISTIAN UNI,PO BOX 3901,ENID,OK,73754,2021,4,2021,4,18,0,Religious Organization
10087,1130816,60,2021-04-12,2021-04-30T00:00:00.000,ST LUKE CHURCH WOMENS FELLOWSHIP,700 W Highway 224,Wellington,MO,64097,2021,4,2021,4,18,0,Religious Organization
